city_eng|country_eng|iata_code|name_eng
Zaporozhye|Ukraine|OZH|Zaporozhye
Bobadilla|El Salvador|OZI|Bobadilla
Moron|Spain|OZP|Moron
Ozark|United States|OZR|Cairns AAF
Montilla|Panama|OZU|Montilla
Ouarzazate|Morocco|OZZ|Ouarzazate
Pa-an|Myanmar|PAA|Pa-an
Bilaspur|India|PAB|Bilaspur
Panama City|Panama|PAC|Paitilla-Marcos A. Gelabert
Paderborn|Germany|PAD|Paderborn/lippstadt
Everett|United States|PAE|Snohomish County
Pakuba|Uganda|PAF|Pakuba
Pagadian|Philippines|PAG|Pagadian
Paducah, KY|United States|PAH|Barkley Regional
Pailin|Cambodia|PAI|Pailin
Para Chinar|Pakistan|PAJ|Para Chinar
Hanapepe|United States|PAK|Port Allen
Palanquero|Colombia|PAL|Palanquero
Panama City|Panama|PAM|Tyndall AFB
Pattani|Thailand|PAN|Pattani
Palo Alto|United States|PAO|Palo Alto
Port Au Prince|Haiti|PAP|Toussaint Louverture International
Palmer|United States|PAQ|Municipal
Paros|Greece|PAS|Paros
Patna|India|PAT|Patna
Pauk|Myanmar|PAU|Pauk
Paulo Afonso|Brazil|PAV|Paulo Afonso
Pambwa|Papua New Guinea|PAW|Pambwa
Port De Paix|Haiti|PAX|Port De Paix
Pamol|Malaysia|PAY|Pamol
Poza Rica|Mexico|PAZ|Tajin
Barrow|United States|PBA|Point Barrow
Paranaiba|Brazil|PBB|Paranaiba
Puebla Atlixco|Mexico|PBC|Hermanos Serdan International
Porbandar|India|PBD|Porbandar
Puerto Berrio|Colombia|PBE|Puerto Berrio
Pine Bluff|United States|PBF|Grider Field
Plattsburgh|United States|PBG|Plattsburgh International
Paro|Bhutan|PBH|Paro
West Palm Beach|United States|PBI|Palm Beach International
Paama|New Caledonia|PBJ|Paama
Pack Creek|United States|PBK|Pack Creek
Puerto Cabello|Venezuela|PBL|Puerto Cabello
Paramaribo|Suriname|PBM|Zanderij Intl
Porto Amboim|Angola|PBN|Porto Amboim
Paraburdoo|Australia|PBO|Paraburdoo
Punta Islita|Costa Rica|PBP|Punta Islita
Pimenta Bueno|Brazil|PBQ|Pimenta Bueno
Puerto Barrios|Guatemala|PBR|Puerto Barrios
Patong Beach|Thailand|PBS|Patong Beach
Puerto Leda|Paraguay|PBT|Puerto Leda
Putao|Myanmar|PBU|Putao
Porto Dos Gauchos|Brazil|PBV|Porto Dos Gauchos
Palibelo|Ghana|PBW|Palibelo
Porto Alegre Do Norte|Brazil|PBX|Porto Alegre Do Norte
Peppers Palm Bay|Australia|PBY|Hamilton/Proserpine
Plettenberg Bay|South Africa|PBZ|Plettenberg Bay
Portage Creek|United States|PCA|Portage Creek
Jakarta|Indonesia|PCB|Pondok Cabe
Puerto Rico|Colombia|PCC|Puerto Rico
Prairie Du Chien|United States|PCD|Municipal
Painter Creek|United States|PCE|Painter Creek
Paso Caballos|Guatemala|PCG|Paso Caballos
Palacios|Honduras|PCH|Palacios
Puerto La Victoria|Paraguay|PCJ|Puerto La Victoria
Porcupine Creek|United States|PCK|Porcupine Creek
Pucallpa|Peru|PCL|Captain Rolden International Airport
Playa Del Carmen|Mexico|PCM|Playa Del Carmen
Picton|New Zealand|PCN|Koromiko
Punta Colorada|Mexico|PCO|Punta Colorada
Principe|Sao Tome and Principe|PCP|Principe
Phongsaly|Laos|PCQ|Bounneua
Puerto Carreno|Colombia|PCR|Puerto Carreno
Picos|Brazil|PCS|Picos
Princeton|United States|PCT|Princeton
Picayune|United States|PCU|Pearl River County
Punta Chivato|Mexico|PCV|Punta Chivato
Puerto Inirida|Colombia|PDA|Puerto Inirida
Pedro Bay|United States|PDB|Pedro Bay
Mueo|New Caledonia|PDC|Mueo
Ponta de Ouro|Mozambique|PDD|Ponta de Ouro
Pandie Pandie|Australia|PDE|Pandie Pandie
Prado|Brazil|PDF|Prado
Padang|Indonesia|PDG|Minangkabau International Airport
Pindiu|Papua New Guinea|PDI|Pindiu
Atlanta, GA|United States|PDK|Dekalb-Peachtree
Ponta Delgada|Portugal|PDL|Nordela
Parndana|Australia|PDN|Parndana
Pendopo|Indonesia|PDO|Pendopo
Maldonado|Uruguay|PDP|Capitan Corbeta CA Curbelo International Airport
Presidente Dutra|Ethiopia|PDR|Municipal
Piedras Negras|Mexico|PDS|Piedras Negras
Pendleton|United States|PDT|Pendleton
Paysandu|Uruguay|PDU|Paysandu
Plovdiv|Bulgaria|PDV|Plovdiv
Portland, Or|United States|PDX|Portland International
Pedernales|Venezuela|PDZ|Pedernales
Penneshaw|Australia|PEA|Penneshaw
Pebane|Mozambique|PEB|Pebane
Pelican|United States|PEC|Pelican SPB
Pardubice|Czech Republic|PED|Pardubice
Perm|Russian Federation|PEE|Bolshoe Savino
Peenemuende|Germany|PEF|Peenemuende
Perugia|Italy|PEG|Sant Egidio
Pehuajo|Argentina|PEH|Pehuajo
Pereira|Colombia|PEI|Matecana
Peschiei|Italy|PEJ|Peschiei
Beijing|China|PEK|Beijing Capital Int.
Pelaneng|Lesotho|PEL|Pelaneng
Puerto Maldonado|Peru|PEM|Puerto Maldonado
Penang|Malaysia|PEN|Penang International
Peppimenarti|Australia|PEP|Peppimenarti
Pecos City|United States|PEQ|Pecos City
Perth|Australia|PER|Perth International
Petrozavodsk|Russian Federation|PES|Petrozavodsk
Pelotas|Brazil|PET|Federal
Puerto Lempira|Honduras|PEU|Puerto Lempira
Peshawar|Pakistan|PEW|Peshawar
Pechora|Russian Federation|PEX|Pechora
Penong|Australia|PEY|Penong
Penza|Russian Federation|PEZ|Penza
Paf Warren|United States|PFA|Paf Warren
Passo Fundo|Brazil|PFB|Passo Fundo
Pacific City, OH|United States|PFC|Pacific City State
Port Frederick|United States|PFD|Port Frederick
Patreksfjordur|Iceland|PFJ|Patreksfjordur
Panama City|United States|PFN|Bay County
Paphos|Cyprus|PFO|International
Parsabad|Iran|PFQ|Parsabad
Ilebo|Democratic Republic Of Congo|PFR|Ilebo
Page|United States|PGA|Page
Pangoa|Papua New Guinea|PGB|Pangoa
Petersburg|United States|PGC|Grant County
Punta Gorda|United States|PGD|Charlotte County
Yegepa|Papua New Guinea|PGE|Yegepa
Perpignan|France|PGF|Llabanere
Sao Paulo|Brazil|PGG|Progresso
Pantnagar|India|PGH|Pantnagar
Chitato|Angola|PGI|Chitato
Pangkalpinang|Indonesia|PGK|Pangkalpinang
Pascagoula|United States|PGL|Jackson County
Port Graham|United States|PGM|Port Graham
Pangia|Papua New Guinea|PGN|Pangia
Pagosa Springs|China|PGO|Stevens Field
Porto Alegre|Sao Tome and Principe|PGP|Porto Alegre
Paragould|United States|PGR|Municipal
Peach Springs|United States|PGS|Peach Springs
Greenville|United States|PGV|Pitt-Greenville
Perigueux|France|PGX|Bassillac
Phan Rang|Vietnam|PHA|Phan Rang
Parnaiba|Brazil|PHB|Santos Dumont
Port Harcourt|Nigeria|PHC|Port Harcourt
New Philadelphia|United States|PHD|Harry Clever
Port Hedland|Australia|PHE|Port Hedland
Newport News|United States|PHF|Newport News/williamsb
Port Harcourt|Nigeria|PHG|Port Harcourt City
Phan Thiet|Vietnam|PHH|Phan Thiet
Pinheiro|Brazil|PHI|Pinheiro
Port Hunter|Australia|PHJ|Port Hunter
Pahokee|United States|PHK|Palm Beach Co Glades
Philadelphia|United States|PHL|Philadelphia International
Boeblingen|Germany|PHM|Boeblingen
Port Huron|United States|PHN|St Clair County Intl
Point Hope|United States|PHO|Point Hope
Philip|United States|PHP|Philip
Pacific Harbor|Fiji|PHR|Pacific Harbor
Phitsanulok|Thailand|PHS|Phitsanulok
Paris|United States|PHT|Henry County
Phu Vinh|Vietnam|PHU|Phu Vinh
Phalaborwa|South Africa|PHW|Cape Town
Phoenix|United States|PHX|Sky Harbor Intl
Phetchabun|Thailand|PHY|Phetchabun
Phi Phi Island|Thailand|PHZ|Phi Phi Island
Peoria, IL|United States|PIA|Greater Peoria
Hattiesburg/Laurel, MS|United States|PIB|Hattiesburg-Laurel Regional
Pine Cay|Turks and Caicos Islands|PIC|Pine Cay
Nassau|Bahamas|PID|Paradise Island
Clearwater|United States|PIE|St. Petersburg-Clearwater International
Pingtung|China|PIF|Pingtung
Pitinga|Brazil|PIG|Pitinga
Pocatello|United States|PIH|Pocatello
Fairbanks|United States|PII|Phillips Field
Prestwick, South Ayrshire|United Kingdom|PIK|Prestwick
Pilar|Paraguay|PIL|Pilar
Pine Mountain|United States|PIM|Garden Harris County
Parintins|Brazil|PIN|Parintins
Pisco|Peru|PIO|Pisco
Pilot Point|United States|PIP|Pilot Point
Pipillipai|Guyana|PIQ|Pipillipai
Pierre|United States|PIR|Pierre
Poitiers|France|PIS|Biard
Piura|Peru|PIU|Piura
Pirapora|Brazil|PIV|Pirapora
Pikwitonei|Canada|PIW|Pikwitonei
Pico Island|Portugal|PIX|Pico Island
Point Lay|United States|PIZ|Point Lay LRRS Airport
Pajala|Finland|PJA|Pajala
Payson|United States|PJB|Payson
Pedro Juan Caballero|Paraguay|PJC|Pedro Juan Caballero
Panjgur|Pakistan|PJG|Panjgur
Puerto Jimenez|Costa Rica|PJM|Puerto Jimenez
Port San Juan|United States|PJS|Port San Juan
Puerto Juarez|Mexico|PJZ|Puerto Vallarta
Napaskiak|United States|PKA|SPB
Parkersburg|United States|PKB|Wood County
Petropavlovsk-Kamchats|Russian Federation|PKC|Yelizovo
Park Rapids|United States|PKD|Park Rapids
Parkes|Australia|PKE|Parkes
Park Falls|United States|PKF|Park Falls
Pangkor|Malaysia|PKG|Pangkor Airport
Porto Kheli|Greece|PKH|Alexion
Playa Grande|Guatemala|PKJ|Playa Grande
Pakokku|Myanmar|PKK|Pakokku
Pakatoa Island|New Zealand|PKL|Pakatoa Island
Port Kaituma|Guyana|PKM|Port Kaituma
Pangkalanbuun|Indonesia|PKN|Pangkalanbuun
Parakou|Benin|PKO|Parakou
Puka Puka|French Polynesia|PKP|Puka Puka
Pokhara|Nepal|PKR|Pokhara
Paksane|Thailand|PKS|Paksane
Port Keats|Australia|PKT|Port Keats
Pekanbaru|Indonesia|PKU|Sultan Syarif Kasim Ii
Pskov|Russian Federation|PKV|Pskov
Selebi-Phikwe|Botswana|PKW|Selebi-Phikwe
Palangkaraya|Indonesia|PKY|Palangkaraya
Pakse|Laos|PKZ|Pakse
Planadas|Colombia|PLA|Planadas
Plattsburgh|United States|PLB|Clinton County
Planeta Rica|Colombia|PLC|Planeta Rica
Playa Samara|Costa Rica|PLD|Playa Samara
Paiela|Papua New Guinea|PLE|Paiela
Pala|Chad|PLF|Pala
La Plagne|France|PLG|La Plagne
Plymouth|United Kingdom|PLH|Plymouth
Palm Island|Saint Vincent and the Grenadines|PLI|Palm Island
Placencia|Belize|PLJ|Placencia
Branson/point Lookout|United States|PLK|M Graham Clark
Ponta Pelada|Brazil|PLL|Ponta Pelada
Palembang|Indonesia|PLM|Mahmud Badaruddin Ii
Pellston|United States|PLN|Emmet County
Port Lincoln|Australia|PLO|Port Lincoln
La Palma|Panama|PLP|La Palma
Klaipeda/Palanga|Lithuania|PLQ|Palanga International
Pell City|United States|PLR|St Clair County
Providenciales|Turks and Caicos Islands|PLS|International
Plato|Colombia|PLT|Plato
Belo Horizonte|Brazil|PLU|Pampulha
Poltava|Ukraine|PLV|Poltava
Palu|Indonesia|PLW|Mutiara
Semipalatinsk|Kazakhstan|PLX|Semipalatinsk
Plymouth|United States|PLY|Plymouth
Port Elizabeth|South Africa|PLZ|Port Elizabeth
Pemba|Tanzania|PMA|Wawi
Pembina|United States|PMB|Intermediate
Puerto Montt|Chile|PMC|Tepual
Palmdale, Ca|United States|PMD|La Palmdale Regional Airport
Portsmouth|United Kingdom|PME|Portsmouth
Parma|Italy|PMF|Giuseppe Verdi
Ponta Pora|Brazil|PMG|International
Portsmouth, OH|United States|PMH|Greater Portsmouth Regional
Palma Mallorca|Spain|PMI|Son Sant Joan Airport
Palm Island|Australia|PMK|Palm Island
Port Moller|United States|PML|AFS
Phanom Sarakham|Thailand|PMM|Phanom Sarakham
Pumani|Papua New Guinea|PMN|Pumani
Palermo|Italy|PMO|Punta Raisi
Pimaga|Papua New Guinea|PMP|Pimaga
Perito Moreno|Argentina|PMQ|Perito Moreno
Palmerston North|New Zealand|PMR|Palmerston North
Palmyra|Syria|PMS|Palmyra
Paramakotoi|Guyana|PMT|Paramakotoi
Paimiut|United States|PMU|SPB
Porlamar|Venezuela|PMV|Del Caribe International (Gen. Santiago Marino)
Palmas|Brazil|PMW|Palmas
Palmer|United States|PMX|Metropolitan
Puerto Madryn|Argentina|PMY|El Tehuelche
Palmar|Costa Rica|PMZ|Palmar Sur
Pamplona|Spain|PNA|Pamplona
Porto Nacional|Brazil|PNB|Porto Nacional
Ponca City|United States|PNC|Ponca City
Punta Gorda|Belize|PND|Punta Gorda
Philadelphia|United States|PNE|North Philadelphia
Paranagua|Brazil|PNG|Municipal
Phnom Penh|Cambodia|PNH|Phnom Penh International
Pohnpei|Federated States of Micronesia|PNI|Pohnpei
Peng Lai|China|PNJ|Peng Lai/Sha He Kou
Pontianak|Indonesia|PNK|Supadio
Pantelleria|Italy|PNL|Pantelleria
Princeton|United States|PNN|Princeton
Pinotepa Nacional|Mexico|PNO|Pinotepa Nacional
Popondetta|Papua New Guinea|PNP|Girua
Pune|India|PNQ|Lohegaon
Pointe Noire|Congo|PNR|Pointe Noire
Pensacola|United States|PNS|Regional
Puerto Natales|Chile|PNT|Teniente J. Gallardo
Panguitch|United States|PNU|Panguitch
Panevezys|Lithuania|PNV|Panevezys
Sherman-Denison|United States|PNX|Grayson County
Pondicherry|India|PNY|Pondicherry
Petrolina|Brazil|PNZ|Internacional
Porto Alegre|Brazil|POA|Salgado Filho
Fayetteville, NC|United States|POB|Pope AFB
La Verne|United States|POC|Brackett Field
Podor|Senegal|POD|Podor
Fort Polk|United States|POE|Polk AAF
Poplar Bluff|United States|POF|Earl Fields Memorial
Port Gentil|Gabon|POG|Port Gentil
Pocahontas|United States|POH|Municipal
Potosi|Bolivia|POI|Potosi
Patos De Minas|Albania|POJ|Patos De Minas
Pemba|Mozambique|POL|Porto Amelia
Port Moresby|Papua New Guinea|POM|Jackson Fld
Poptun|Guatemala|PON|Poptun
Pocos De Caldas|Brazil|POO|Pocos De Caldas
Puerto Plata|Dominican Republic|POP|La Union
Polk Inlet|United States|POQ|Polk Inlet
Pori|Finland|POR|Pori
Port Of Spain|Trinidad And Tobago|POS|Piarco International
Port Antonio|Jamaica|POT|Ken Jones
Poughkeepsie|United States|POU|Dutchess County
Presov|Slovakia|POV|Presov
Portoroz|Slovenia|POW|Portoroz
Paris|France|POX|Paris Cergy Pontoise
Powell|United States|POY|Powell
Poznan|Poland|POZ|Lawica
Pampa|United States|PPA|Perry Lefors Field
Presidente Prudente|Brazil|PPB|Adhemar De Barros
Prospect Creek|United States|PPC|Prospect Creek
Humacao|Puerto Rico|PPD|Palmas Del Mar
Puerto Penasco|Mexico|PPE|Puerto Penasco
Parsons|United States|PPF|Tri-City
Pago Pago|American Samoa|PPG|International
Peraitepuy|Venezuela|PPH|Peraitepuy
Port Pirie|Australia|PPI|Port Pirie
Pulau Panjang|Indonesia|PPJ|Pulau Panjang
Petropavlovsk|Kazakhstan|PPK|Petropavlovsk
Phaplu|Nepal|PPL|Phaplu
Pompano Beach|United States|PPM|Pompano Beach
Popayan|Colombia|PPN|Machangara
Powell Point|Bahamas|PPO|Powell Point
Proserpine|Australia|PPP|Whitsunday Coast
Paraparaumu|New Zealand|PPQ|Paraparaumu
Pasir Pangarayan|Indonesia|PPR|Pasir Pangarayan
Puerto Princesa|Philippines|PPS|Puerto Princesa
Papeete|French Polynesia|PPT|Faa&#039;a
Papun|Myanmar|PPU|Papun
Port Protection|United States|PPV|Port Protection
Papa Westray|United Kingdom|PPW|Papa Westray
Param|Papua New Guinea|PPX|Param
Pouso Alegre|Brazil|PPY|Pouso Alegre
Puerto Paez|Venezuela|PPZ|Puerto Paez
Phu Quoc|Vietnam|PQC|Duong Dong
Presque Isle|United States|PQI|Municipal
Palenque|Mexico|PQM|Palenque
Port Macquarie|Australia|PQQ|Port Macquarie
Pilot Station|United States|PQS|Pilot Station
Qeqertaq|Greenland|PQT|Heliport
Parana|Argentina|PRA|Parana
Paso Robles|United States|PRB|Paso Robles
Prescott|United States|PRC|Prescott
Pardoo|Australia|PRD|Pardoo
Pore|Colombia|PRE|Pore
Port Johnson|United States|PRF|Port Johnson
Prague|Czech Republic|PRG|Ruzyne
Phrae|Thailand|PRH|Phrae
Praslin Island|Seychelles|PRI|Praslin Island
Capri|Italy|PRJ|Capri
Prieska|South Africa|PRK|Prieska
Port Oceanic|United States|PRL|Port Oceanic
Portimao|Portugal|PRM|Portimao
Prishtina|Serbia|PRN|Prishtina International Airport
Perry|Haiti|PRO|Municipal
Propriano|France|PRP|Propriano
Pres. Roque Saenz Pena|Argentina|PRQ|Pres. Roque Saenz Pena
Paruima|Guyana|PRR|Paruima
Parasi|Solomon Islands|PRS|Parasi
Point Retreat|United States|PRT|Coast Guard Heliport
Prome|Myanmar|PRU|Prome
Prerov|Czech Republic|PRV|Prerov
Prentice|United States|PRW|Prentice
Paris|United States|PRX|Cox Field
Pretoria|South Africa|PRY|Wonderboom Apt.
Prineville|United States|PRZ|Prineville
Pisa|Italy|PSA|Galileo Galilei
Bellefonte|United States|PSB|Bellefonte
Pasco, WA|United States|PSC|Tri-cities
Port Said|Egypt|PSD|Port Said
Ponce|Puerto Rico|PSE|Mercedita
Pittsfield|United States|PSF|Pittsfield
Petersburg, AK|United States|PSG|Petersburg James A Johnson
St Peter|Germany|PSH|St Peter
Pasni|Pakistan|PSI|Pasni
Poso|Indonesia|PSJ|Poso
Dublin|United States|PSK|New River Valley
Perth|United Kingdom|PSL|Perth
Palestine, TX|United States|PSN|Palestine Municipal Airport
Pasto|Colombia|PSO|Cano
Palm Springs|United States|PSP|Municipal
Philadelphia|Egypt|PSQ|SPB
Pescara|Italy|PSR|Liberi
Posadas|Argentina|PSS|Posadas
Preston|Cuba|PST|Preston
Putussibau|Indonesia|PSU|Putussibau
Papa Stour|United Kingdom|PSV|Papa Stour
Passos|Brazil|PSW|Passos
Palacios|United States|PSX|Palacios
Port Stanley|Falkland Islands|PSY|Port Stanley
Puerto Suarez|Bolivia|PSZ|Puerto Suarez
Port Alsworth|United States|PTA|Port Alsworth
Petersburg|United States|PTB|Municipal
Port Alice|United States|PTC|Port Alice
Port Alexander|United States|PTD|Port Alexander
Port Stephens|Australia|PTE|Port Stephens
Malololailai|Fiji|PTF|Malololailai
Polokwane|South Africa|PTG|Polokwane
Port Heiden|United States|PTH|Port Heiden
Port Douglas|Australia|PTI|Port Douglas
Portland|Australia|PTJ|Portland
Pontiac|United States|PTK|Pontiac
Port Armstrong|United States|PTL|Port Armstrong
Palmarito|Venezuela|PTM|Palmarito
Patterson|United States|PTN|Williams Memorial
Pato Branco|Brazil|PTO|Municipal
Pointe-a-pitre|Guadeloupe|PTP|Le Raizet
Porto de Moz|Brazil|PTQ|Porto de Moz
Pleasant Harbour|United States|PTR|Pleasant Harbour
Pittsburg|United States|PTS|Municipal
Pratt|United States|PTT|Pratt
Platinum|United States|PTU|Platinum
Porterville|United States|PTV|Porterville
Pottstown|United States|PTW|Pottstown/Limerick
Pitalito|Colombia|PTX|Pitalito
Panama City|Panama|PTY|Tocumen International
Pastaza|Ecuador|PTZ|Pastaza
Puas|Papua New Guinea|PUA|Puas
Pueblo|United States|PUB|Memorial
Price|United States|PUC|Carbon County
Puerto Deseado|Argentina|PUD|Puerto Deseado
Puerto Obaldia|Panama|PUE|Puerto Obaldia
Pau|France|PUF|Pau-Pyrйnйes
Port Augusta|Australia|PUG|Port Augusta
Pochutla|Mexico|PUH|Pochutla
Pureni|Papua New Guinea|PUI|Pureni
Higuey|Dominican Republic|PUJ|Punta Cana International
Pukarua|French Polynesia|PUK|Pukarua
Poulsbo|United States|PUL|Poulsbo
Pomala|Indonesia|PUM|Pomala
Punia|Democratic Republic Of Congo|PUN|Punia
Prudhoe Bay|United States|PUO|Prudhoe Bay
Po|Burkina Faso|PUP|Po
Punta Arenas|Chile|PUQ|Pres Ibanez
Puerto Rico|Bolivia|PUR|Puerto Rico
Busan|Korea (South)|PUS|Gimhae
Puttaparthi|India|PUT|Puttaprathe
Puerto Asis|Colombia|PUU|Puerto Asis
Poum|New Caledonia|PUV|Poum
Pullman|United States|PUW|Pullman-Moscow Regional Airport
Puerto Varas|Chile|PUX|Puerto Varas
Pula|Croatia|PUY|Pula
Puerto Cabezas|Nicaragua|PUZ|Puerto Cabezas
Providencia|Colombia|PVA|Providencia
Provincetown|United States|PVC|Provincetown
Providence|United States|PVD|T. F. Green Airport
El Porvenir|Panama|PVE|El Porvenir
Placerville|United States|PVF|Placerville
Shanghai|China|PVG|Pu Dong
Porto Velho|Brazil|PVH|Governador Jorge Teixeira
Paranavai|Brazil|PVI|Paranavaн
Preveza/Lefkas|Greece|PVK|Aktion
Pleven|Bulgaria|PVN|Pleven
Portoviejo|Ecuador|PVO|Reales Tamarindos
Puerto Vallarta|Mexico|PVR|Licenciado Gustavo Dнaz Ordaz International
Provideniya|Russian Federation|PVS|Provideniya Bay
Provo|United States|PVU|Provo
Plainview|United States|PVW|Hale County
Provideniya|Russian Federation|PVX|Provedenia
Pope Vanoy|United States|PVY|Pope Vanoy
Painesville|United States|PVZ|Casement
Oklahoma City|United States|PWA|Wiley Post
Plentywood|United States|PWD|Sherwood
Pevek|Russian Federation|PWE|Pevek
Pawi|Ethiopia|PWI|Beles
Chicago|United States|PWK|Pal-Waukee
Purwokerto|Indonesia|PWL|Purwokerto
Portland|United States|PWM|Intl Jetport
Pitts Town|Turks and Caicos Islands|PWN|Pitts Town
Pweto|Democratic Republic Of Congo|PWO|Pweto
Pavlodar|Kazakhstan|PWQ|Pavlodar
Port Walter|United States|PWR|Port Walter
Bremerton|United States|PWT|Bremerton
Polacca|United States|PXL|Polacca
Puerto Escondido|Mexico|PXM|Puerto Escondido
Porto Santo|Portugal|PXO|Porto Santo
Surin|Thailand|PXR|Surin
Puerto De Santa Maria|Spain|PXS|Puerto De Santa Maria
Pleiku|Vietnam|PXU|Pleiku
Puerto Boyaca|Colombia|PYA|Puerto Boyaca
Jeypore|India|PYB|Jeypore
Playon Chico|Panama|PYC|Playon Chico
Penrhyn Island|Cook Islands|PYE|Penrhyn Island
Puerto Ayacucho|Venezuela|PYH|Puerto Ayacucho
Polyarnyj|Russian Federation|PYJ|Polyarnyj
Perry Island|United States|PYL|Perry SPB
Plymouth|United States|PYM|Plymouth
Payan|Colombia|PYN|Payan
Putumayo|Ecuador|PYO|Putumayo
Pyrgos|Greece|PYR|Andravida
Yaviza|Panama|PYV|Yaviza
Pattaya|Thailand|PYX|Pattaya
Paz De Ariporo|Colombia|PZA|Casanare
Pietermaritzburg|South Africa|PZB|Pietermaritzburg Oribi
Penzance|United Kingdom|PZE|Penzance
Zhob|Pakistan|PZH|Zhob
Pan Zhi Hua|China|PZI|Pan Zhi Hua Bao AnYing
Puka Puka Is/Attol|Estonia|PZK|Puka Puka Is/Attol
Phinda|South Africa|PZL|Zulu Inyala
Puerto Ordaz|Venezuela|PZO|Puerto Ordaz
Port Sudan|Sudan|PZU|Port Sudan
Piestany|Slovakia|PZY|Piestany
Anniston|United States|QAW|Ft Mcclellan Bus Trml
Bella Coola, BC|Canada|QBC|Bella Coola
Vail/Eagle|United States|QBF|Vail Van Service
Copper Mountain|France|QCE|Van Service
Akunnaaq|Greenland|QCU|Heliport
Shek Mum|Hong Kong|QDM|Shek Mum
Dusseldorf|Germany|QDU|Station
Iginniarfik|Greenland|QFI|Heliport
Selje|Norway|QFK|Harbour
Maloy|Norway|QFQ|Harbour
Attu|Greenland|QGQ|Heliport
Frankfurt|Germany|QGV|Neu Isenburg
Husum|Germany|QHU|Husum
Kitsissuarsuit|Greenland|QJE|Heliport
Ikamiut|Greenland|QJI|Heliport
Skagen Z7|Denmark|QJV|Limousine Service
Breckenridge|South Africa|QKB|Van Service
Keystone|United States|QKS|Van Service
Lauterach|Austria|QLX|Lauterach
Niaqornaarsuk|Greenland|QMK|Heliport
Marina Di Massa|Italy|QMM|Marina Di Massa
Murzuq|Libya|QMQ|Murzuq
Montvale|France|QMV|Montvale
New York|Colombia|QNY|Marine Air Terminal
Singapore|Singapore|QPG|Paya Lebar
Kangaatsiaq|Greenland|QPW|Heliport
Britrail Rail Zone S|United Kingdom|QQS|London St. Pancras
London|United Kingdom|QQW|London-Waterloo
Johannesburg|South Africa|QRA|Rand/Germiston
Queretaro|Mexico|QRO|Queretaro
Warri|Nigeria|QRW|Warri
Ikerasaarsuk|Canada|QRY|Heliport
Setif|Algeria|QSF|Setif
Sonderborg|Denmark|QSG|Sonderborg
Ubari|Libya|QUB|Ubari
Tallinn|Estonia|QUF|Pirita Harbour
Saqqaq|Greenland|QUP|Heliport
Victoria Island|Nigeria|QVL|Victoria Island
Fort Collins/Loveland|Haiti|QWF|Fort Collins Bus Servi
Charlotte|Haiti|QWG|Wilgrove Air Park
Winter Park|Benin|QWP|Van Service
Cannes|France|QYW|Vieux Port
Rakanda|Papua New Guinea|RAA|Rakanda
Rabaul|Papua New Guinea|RAB|Tokua
Racine|United States|RAC|Horlick
Tortola|British Virgin Islands|RAD|Road Town
Arar|Saudi Arabia|RAE|Arar
Raglan|New Zealand|RAG|Raglan
Rafha|Saudi Arabia|RAH|Rafha
Praia|Cape Verde|RAI|Francisco Mendes
Rajkot|India|RAJ|Civil
Marrakech|Morocco|RAK|Menara
Riverside|United States|RAL|Riverside Municipal
Ramingining|Australia|RAM|Ramingining
Ravenna|Italy|RAN|La Spreta
Ribeirao Preto|Brazil|RAO|Leite Lopes
Rapid City|United States|RAP|Regional
Raha|Indonesia|RAQ|Sugimanuru
Rarotonga|Cook Islands|RAR|Rarotonga
Rasht|Iran|RAS|Rasht
Raduzhnyi|Russian Federation|RAT|Raduzhnyi
Rangpur|Bangladesh|RAU|Rangpur
Cravo Norte|Colombia|RAV|Cravo Norte
Arawa|Papua New Guinea|RAW|Arawa
Oram|Papua New Guinea|RAX|Oram
Rothesay|United Kingdom|RAY|Heliport
Rawala Kot|Pakistan|RAZ|Rawala Kot
Rabat|Morocco|RBA|Sale
Borba|Brazil|RBB|Borba
Robinvale|Australia|RBC|Robinvale
Dallas|United States|RBD|Redbird
Ratanakiri|Cambodia|RBE|Ratanakiri
Big Bear|United States|RBF|Big Bear City Arpt
Roseburg|United States|RBG|Municipal
Brooks Lodge|United States|RBH|Brooks Lodge
Rabi|Fiji|RBI|Rabi
Rebun|Japan|RBJ|Rebun
Rancho|Bolivia|RBK|French Valley
Red Bluff|United States|RBL|Red Bluff Fss
Straubing|Germany|RBM|Wallmuhle
Fort Jefferson|Haiti|RBN|Fort Jefferson
Robore|Bolivia|RBO|Robore
Rabaraba|Papua New Guinea|RBP|Rabaraba
Rurrenabaque|Bolivia|RBQ|Rurrenabaque
Rio Branco|Brazil|RBR|Pres. Medici
Orbost|Australia|RBS|Orbost
Marsabit|Kenya|RBT|Marsabit
Roebourne|Australia|RBU|Roebourne
